EVENT_TYPE,comment,EVENT_ID
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,3165
NOT_CONTACTABLE,NO RNG.,17611
PAID,CM SAID HE MAKE THE PAYMENT BY ONLINE,17783
CASH_PICK_UP,PIC-UP,8861
CASH_PICK_UP,PIC-UP,25515
PROMISE_TO_PAY,WILL PAY ON 15TH,14368
FOLLOW_UP,ASSIGNED TO AGENCY AG ENTERPRISES,22398
PAID,PAID,2771
PROMISE_TO_PAY,PTP,12824
PAID,ADV,2223
CASH_PICK_UP,PIC-UP,18152
NOT_CONTACTABLE,NC.,8980
NOT_CONTACTABLE,NC,18257
PROMISE_TO_PAY,PTP - 01/11/18,5912
NOT_CONTACTABLE,CUSTOMER NO IS WRONG NO..,18363
PAID,PAID,2170
PAID,CM GIVEN 1 EMI BY CASH,21163
PROMISE_TO_PAY,ASSIGNED TO AGENCY SHRUTI COLLECTION,4843
RINGING,RNG,23037
PAID,CM GIVEN 1 EMI BY CASH,9883
RINGING,RNG,25114
PAID,PAID,11538
RINGING,RINGING.,24395
PAID,CM HAS MADE THE PYMT OF RS 1514 THROUGH AGENCY ON 9/01,21699
NOT_CONTACTABLE,OUT OF SERVICE.,12026
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI 2/11/2018..,6126
PAID,CM HAS MADE THE PYMT OF RS 2420 THROUGH AGENCY ON 26/12,18581
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE .,21137
PROMISE_TO_PAY,CM WILL PAY BY CHEQUE,28553
NOT_CONTACTABLE,SWITCH OFF.,5088
RINGING,RNG,12817
PAID,ONE EMI WITH PENALTY,13469
NOT_CONTACTABLE,THIS NO IS NOT AVAILABLE.,11480
RINGING,RNG.,7059
PAID,CM GIVEN CASH,4993
CASH_PICK_UP,ARRANGE EXECUTIVE AT RESI ADD O 24/01,25792
FOLLOW_UP,CM SAYS MY ECS CUT.,8723
PROMISE_TO_PAY,PTP ON 05-11-18,5884
RINGING,RNG,29408
PAID,CM GIVEN 1 EMI BY CASH,21162
CASH_PICK_UP,PIC-UP ON 17/12,15992
RINGING,RNG.,9754
RINGING,RNG,28463
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 07 JAN 2018,18790
NOT_CONTACTABLE,NC,26340
PAID,CM GIVEN 1 EMI BY CASH,17560
PROMISE_TO_PAY,WILL PAY ON 30TH,26885
PAID,PAID,3402
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,14458
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,27412
PROMISE_TO_PAY,WILL PAY ON 16TH,2630
PROMISE_TO_PAY,PTP 8/1 BY ONLINE.,21331
PROMISE_TO_PAY,PTP 21/1 BY ONLINE.,25045
PROMISE_TO_PAY,ARRANGE EXECUTIVE AT HER RESI ADD ON 25/10,4298
RINGING,VISITED AT CM'S RESI ADD BUT THIS ADD IN CM SHIFTED.,24439
RINGING,RNG,24331
NOT_CONTACTABLE,NC,27079
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,7516
NOT_CONTACTABLE,NC,21335
RINGING,RNG,22357
PAID,PAID,11534
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,11135
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,21783
PROMISE_TO_PAY,PTP 30/1,27264
PAID,CM GIVEN 3 EMI BY CASH .,28293
RINGING,"RNG ANKUSH BANJARE	XXX-XXX-XXXX",17584
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,9710
PROMISE_TO_PAY,PTP GIVEN OF 3EMIS OTHERWISE BIKE SURRENDER BY CUSTOMER COMMITTED,22159
CASH_PICK_UP,PIC-UP ON 18/1 AT MUMBRA,24270
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,8245
CASH_PICK_UP,PTP 16/11 AT RESY ADD.,8905
RINGING,REASSIGNED BY HARDIK KADAKIA,3770
RINGING,RNG.,17879
RINGING,XXX-XXX-XXXX  RNG,24103
PAID,PAID,19760
RINGING,RNG,5926
CASH_PICK_UP,PIC-UP ON 1/2,27992
RINGING,RNG.,9821
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,22413
RINGING,CUSTOMER IS OUT OF STATION / CALL NOT RECEIVING  / FIELD VISIT DONE NOT AT HOME,12067
RINGING,RNG.,6328
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLL THE EMI,7983
CASH_PICK_UP,PIC-UP ON 2/2,27760
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,7079
PAID,CM HAS MADE THE PYMT OF RS 1835 THROUGH AGENCY ON 21/12,17617
PROMISE_TO_PAY,PTP 4/2,28283
PAID,CM HAS MADE THE PYMT OF RS 8941 THROUGH CHQ ON 17/10,3295
PROMISE_TO_PAY,WILL PAY ON 26,17653
RINGING,RINGING.,23695
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,7318
CASH_PICK_UP,ARRANGE EXECUTIVE AT GHANSOLI ON 27/11 (CONFIRM ADD),11184
RINGING,NOT RECEIVED CALL,4610
NOT_CONTACTABLE,NC,13163
NOT_CONTACTABLE,SWITCH OFF.,26965
NOT_CONTACTABLE,NOT CONTACTABLE.,23385
FOLLOW_UP,CM SAYS PAYMENT PAID BY KADAM AGENCY.,9476
PAID,CM GIVEN 1 EMI BY CASH,16300
NOT_CONTACTABLE,SWITCH OFF.,28348
NOT_CONTACTABLE,SWITCH OFF,27270
PAID,PAID,13207
PAID,"9-DEC-18	MB:RECEIVED FROM PRIYA PRASHANT KAWTHEK XXX-XXX-XXXX	APHELION 
9-DEC-18	MB:RECEIVED FROM PRIYA PRASHANT KAWTHEK XXX-XXX-XXXX	APHELION
2-TIME PAID",15455
NOT_CONTACTABLE,ASSIGNED TO AGENCY JAI MATA DI COLLECTION AGENCY,17389
RINGING,RNG,20081
PAID,2 EMI PAID BY CUSTOMER ON 17-12-18 ( 1 EMI IS ADVANCE ),16287
NOT_CONTACTABLE,CM MOB NO BUSY,22100
CASH_PICK_UP,ARRANGE EXECUTIVE AT RESI ADD ON 23/01,25498
PROMISE_TO_PAY,PTP 29/11 BY ONLINE.,11960
RINGING,CUSTOMER AGAIN AND BROKE PTP..AND CUSTOMER CALL NOT RECEIVE..,18366
RINGING,RNG,24929
PAID,CM HAS MADE THE PYMT OF RS 1898 THROUGH ONLINE ON 24/12,18123
PAID,CM HAS MADE THE PYMT OF RS 2221 THROGH AGENCY ON 15/11,8755
CASH_PICK_UP,ARRANGE EXECUTIVE AT HIS RESI ADD 10/11,6785
NOT_CONTACTABLE,THIS NO IS DISCONNECTED.,18627
FOLLOW_UP,CALL BACK,8878
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,11101
RINGING,CM NOT RECEIVING CALL,29459
RINGING,RNG,27515
FOLLOW_UP,CUSTOMER RETURN THE BIKE TO THE DEALER / DEALER PAYING ONLY  DISBURSEMENT AMOUNT CONFIRMED WITH RM SUNIL,12099
PAID,PAID,2548
NOT_CONTACTABLE,CM NUMBER NOT CONNECT,29467
PAID,CM HAS MADE THE PYMT OF RS 2831 THROUGH AGENCY ON 24/01,26281
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,14122
PAID,PAID,1190
PROMISE_TO_PAY,PTP 1/1,19607
RINGING,RINGING.,24700
RINGING,RINGING,16458
NOT_CONTACTABLE,NUMBER IS SWITCHED OFF,2635
PROMISE_TO_PAY,PTP ON 28-12-18,19127
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,7038
RINGING,RNG,22352
PAID,PAID,2252
RINGING,RNG,21168
NOT_CONTACTABLE,NC,16126
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,21760
PAID,CM HAS MADE THE PYMT OF RS 2351 THROUGH AGENCY ON 18/01,24623
NOT_CONTACTABLE,NC,21900
CASH_PICK_UP,ARRANGE EXECUTIVE AT RESI ADD ON 2/11,6082
PAID,CM HAS MADE THE PYMT OF RS 2589 THROUGH AGENCY ON 23/10,4139
RINGING,RNG FOR JAYPAL,15779
RINGING,PTP 29/1,27184
RINGING,RNG,27040
PROMISE_TO_PAY,PTP ON 13-11-18,6943
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,10852
PAID,CM HAS MADE THE PYMT OF RS 2263 THROUGH AGENCY ON 18/01,24633
NOT_CONTACTABLE,BUSY,3663
FOLLOW_UP,ASSIGNED TO AGENCY AG ENTERPRISES,25754
PROMISE_TO_PAY,PTP 18/1 BY ONLINE.,24537
PAID,CM GIVEN 1 EMI BY CASH,24217
RINGING,RNG,16754
NOT_CONTACTABLE,MOBILE NO IS WORNG,9008
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 30/10,5242
PAID,"12/11/2018	MMT/IMPS/XXX-XXX-XXXX76/CREDMATE DEC EM/YOGESH RAJ/D	ESCROW",15460
PROMISE_TO_PAY,WILL PAY ON 19TH,24034
PROMISE_TO_PAY,PROMISE TO PAY PAYMENT ON 25 OCT 2018,4141
PAID,CM HAS MADE THE PYMT OF RS 2244 THROUGH ONLINE ON 10/12,14193
PROMISE_TO_PAY,PTP 29 /12 BY ONLINE.,17001
PROMISE_TO_PAY,19-Oct,3451
PROMISE_TO_PAY,WILL PAY ON 10TH,21065
RINGING,CM MOB NO RINGING,23651
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,11139
RINGING,RNG,12254
RINGING,RNG.,6503
NOT_WILLING_TO_PAY,PEPAR ISSUE.,8490
CASH_PICK_UP,PICK UP AT 3 PM ARRANGE EXECUTIVE,19345
PAID,PAID,11301
FOLLOW_UP,REASSIGNED BY HARDIK KADAKIA,4234
PROMISE_TO_PAY,PTP ON 18/12 BY ONLINE.,16443
PROMISE_TO_PAY,PTP 12/11 BY ONLINE.,6973
PAID,CM HAS MADE THE PYMT OF RS 1957 BY ONLINE ON 8/10,2172
CASH_PICK_UP,PIC-UP ON 28/12,19044
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,18025
PAID,CASH DEPOSIT FROM SURAT,8969
PROMISE_TO_PAY,PTP 19/12 BY ONLINE.,16526
RINGING,RINGING.,24642
NOT_CONTACTABLE,NC,29208
RINGING,"VISITED AT CM RESY ADD AND WORK ADD, BUT CM IS NOT AVAILABLE.",14940
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,22158
NOT_CONTACTABLE,CM MOB NO IS SWITCH OFF,2420
CASH_PICK_UP,ARRANGE EXECUTIVE AT HIS RESI ADD ON 10/11,6781
CASH_PICK_UP,PIC-UP,27967
FOLLOW_UP,CALL BACK TO NIKHIL,14425
NOT_CONTACTABLE,SWITCH OFF,18640
RINGING,RNG.,13209
RINGING,RNG.,17881
RINGING,RNG,27857
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,4914
CASH_PICK_UP,PIC-UP ON 4/1,20626
NOT_CONTACTABLE,THIS NO IS NOT AVAILABLE.,16294
RINGING,ASSIGNED TO AGENCY SHRUTI COLLECTION,8133
PROMISE_TO_PAY,PTP 25/12,17506
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 20 DEC 2018,16963
RINGING,RNG,6085
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT,28319
RINGING,RNG.,4802
CASH_PICK_UP,PIC-UP,10396
FOLLOW_UP,CALL BACK AT 4PM,7044
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT ON 5 NOV,5432
CASH_PICK_UP,"CM SAID SEND THE EXECUTIVE MY OFFICE ADD AND COLLECT THE EMI/806 AGARWAL B-2B CENTER SILVER PARK HOTEL KACHPADA MALAD WEST, MALAD EAST, MAHARASHTRA, 400097",13973
RINGING,RNG,15175
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 11/01,22615
RINGING,RNG,15713
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 19 NOV 2018,9354
PAID,PAID,13106
RINGING,"RNG ARIF	XXX-XXX-XXXX",26966
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 10/01,21827
NOT_WILLING_TO_PAY,CM SAID HE NOT READY TO PAY BECAUSE CM BIKE PAPER NOT RECEIVED,5726
NOT_CONTACTABLE,PENDING EMI IS CM NOT REDYE  TO PAY,28377
RINGING,RNG,21790
PAID,CM GIVEN 1 EMI BY CASH,11976
PAID,PAID,10455
FOLLOW_UP,CM SAYS ALREADY PAID EMI ON 7/12,14373
RINGING,RNG . AND NEW NO IS OUT OF SERVICE.,16838
RINGING,CM MOB NO RINGING,4587
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,4520
PROMISE_TO_PAY,PROMISE TO PAY PAYMENT ONLINE ON 29 OCT 2018,5372
PROMISE_TO_PAY,PTP 24/10 AT RESY ADD.,4219
RINGING,RNG,16090
RINGING,CM MOB NO RINGING,17715
CASH_PICK_UP,XXX-XXX-XXXX ARRANGE EXECUTIVE AT HIS RESI ADD ON 14/12,15773
PAID,PAID BY CASH ON 21 OCT 2018,3731
PAID,CM GIVEN 1 EMI,2754
PROMISE_TO_PAY,WILL PAY ON 6TH,28499
PAID,PAID,1278
PAID,UPI/XXX-XXX-XXXX11/NO REMARKS/MATHKARDHANANJA/ICICI,9032
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,9496
PAID,LINK SENT,20889
PROMISE_TO_PAY,17-OCT-18 CM SAID HE MAKE THE PAYMENT ON 23-OCT-18,3296
RINGING,RNG,23365
NOT_CONTACTABLE,NOT FOUND  AT RESIDENCE / OFFICE ADDRESS / CONTACTED WITH LOCAL NEIGHBOURS NOT GETTING ANY INFORMATION,1272
RINGING,RNG,18670
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,4866
PAID,CM GIVEN 1 EMI BY CASH .,13203
RINGING,RINGING.,23393
PAID,CM HAS MADE THE PYMT OF RS 2316 THROUGH AGENCY ON 28/01,26952
RINGING,RNG,27875
PAID,CM HAS MADE THE PYMT OF RS 2271 THROUGH AGENCY ON 27/12,19045
PROMISE_TO_PAY,PTP 31/1 BY ONLINE.,27781
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,9711
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,11142
NOT_CONTACTABLE,CM NUMBER NOT CONNECT,29505
PAID,PAID CASH DEPOSIT AT 2572 BAPUNAGAR,9176
RINGING,RNG,18081
PAID,CM GIVAN 1 EMI,2157
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,22640
PAID,"6800	11/22/2018	MMT/IMPS/XXX-XXX-XXXX59/NIRAJ RATI/AXIS BANK LTD",21061
CASH_PICK_UP,PIC-UP ON 12/1 AT RESI ADD,22851
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,27545
NOT_CONTACTABLE,SWITCH OFF.,28349
CASH_PICK_UP,/ARRANGE EXECUTIVE AT GAVDEVI BUS STOP THANE AFTER 4 PM..,16091
CASH_PICK_UP,PIC-UP,24574
PAID,PAID,11508
RINGING,RNG.,4801
RINGING,RNG,18180
PROMISE_TO_PAY,CALLED BACK MONDAY.,3632
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,18415
CASH_PICK_UP,XXX-XXX-XXXX CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,24550
RINGING,VISITED AT CM RESIDENCE  ADD. BUT CM IS SHIFTED.,21382
NOT_CONTACTABLE,THIS NO IS  WRONG NO.. THIS NO IS WAJIN KHAN..,5816
PAID,CM HAS MADE THE PYMT OF RS 2392 THROUGH AGENCY ON 17/12,16214
RINGING,XXX-XXX-XXXX RNG,28580
PAID,CM HAS MADE THE PYMT OF RS 2550 THROUGH AGENCY ON 15/12,16211
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE .,21059
NOT_CONTACTABLE,SWITCH OFF.,5167
CASH_PICK_UP,PIC-UP,28227
CASH_PICK_UP,PIC-UP,15670
PROMISE_TO_PAY,PTP ON 01-10-18 ARRANGE EXECUTIVE,5864
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,10733
PAID,"PAID TO AGENCY
WILL DEPOSITE ON MONDAY",2655
PAID,CM HAS MADE THE PYMT OF RS 7500 ON 16/10 AND 150 ON 19/10 THROUGH AGENCY ON 19/10,3364
PAID,CM HAS MADE THE PYMT OF RS 2000 BY ONLINE ON 6/10,2075
PROMISE_TO_PAY,PTP 12/12 BY ONLINE.,14486
NOT_CONTACTABLE,NC,29207
PROMISE_TO_PAY,PTP ON 19-12-18,16642
RINGING,RNG.,10711
PAID,PAID,6141
RINGING,VISITED AT CM RESY ADD BUT ADD IS INCORRECT.,5233
PAID,CM HAS MADE THE PYMT OF RS 3161 THROUGH AGENCY ON 25/01,26564
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,14520
RINGING,RINGING.,25176
RINGING,RNG.,12022
PAID,PAID,26350
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,21828
NOT_CONTACTABLE,CM MOB NO NOTREACHABLE,17667
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,11137
PAID,PAID BY CASH ON 20 OCT 2018,3688
FOLLOW_UP,CM IS SAYING HE HAS MADE THE PYMT IN JULY MONTH . HE WILL SEND THE DETAILS OF JULY MONTH N WILL CLEAR THE REMAINING AMOUNT ON 19/10,3310
NOT_CONTACTABLE,OUT OFF SERVICE.,25207
PAID,CM HAS MADE THE PYMT OF RS 3269 THROUGH ONLINE ON 11/12,14474
PROMISE_TO_PAY,PTP 12/1,21394
PROMISE_TO_PAY,WILL PAY ON 18TH,14304
FOLLOW_UP,CB  AFTER  STATEMENT CHACK.,27540
RINGING,RNG.,12727
RINGING,RNG,19140
NOT_CONTACTABLE,NO RINGING.,26699
CASH_PICK_UP,PIC-UPON 16/1,23332
PAID,BIL/INFT/XXX-XXX-XXXX72/IDRIS SHAIKH/CREDITMATE/ICIC  ...CM HAS MADE THE PYMT OF RS 4190 THROUGH ONLINE ON 11/01  (AS PER SUSPENSE),23188
PROMISE_TO_PAY,PTP 10/2,28272
RINGING,CM MOB NO RINGING,21157
PAID,CM GIVEN 1 EMI BY CASH,28364
NOT_CONTACTABLE,SWT,12512
RINGING,CM MOB NO RINGING,7102
PAID,CM HAS MADE THE PYMT OF RS 6221 THROUGH AGENCY ON 27/12,18982
CASH_PICK_UP,ARRANGE EXECUTIVE AT OFFICE ADD ON 30/01,27263
PAID,CM AS MADE THE PYMT OF RS 2458 THROUGH AGENCY ON 4/01,20648
NOT_CONTACTABLE,XXX-XXX-XXXX   NC,20702
PROMISE_TO_PAY,CB 7/12 FOR CONFIRM PTP.,13064
PROMISE_TO_PAY,PTP 15/1,20046
PAID,CM GIVEN 1 EMI,5968
PAID,2 EMI PAID BY CASH WITH 1400 PENALTY ON 07-12-18,13797
RINGING,RNG,13595
RINGING,RNG.,20741
RINGING,RNG.,23941
RINGING,RNG,29166
FOLLOW_UP,CM WILL CONFIRM BY EVENING 12/12,14929
RINGING,RNG,27541
NOT_CONTACTABLE,NC,28968
NOT_CONTACTABLE,NOT CONTACTABLE,22707
RINGING,RNG,19781
PAID,PAID,11325
PAID,CM GIVEN  EMI BY CASH,10872
PAID,PAID,3528
PAID,CM HAS MADE THE PYMT OF RS 6571 THROUGH AGENCY ON 14/01,23636
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8188
PROMISE_TO_PAY,PTP 24/10 BY ONLINE.,4357
PROMISE_TO_PAY,27/10 BY ONLINE.,4348
CASH_PICK_UP,PIC-UP 25/1,25518
NOT_CONTACTABLE,NC,28934
RINGING,RINGING.,24308
RINGING,CM MOB NO RINGING,16227
RINGING,RNG,28489
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 24 DEC 2018,18151
FOLLOW_UP,CALL BACK ON 13TH,6891
RINGING,CM MOB NO RINGING,27574
PAID,CM GIVEN 1 EMI BY CASH,11853
PROMISE_TO_PAY,PTP 3/1 IN DIRECTLY OFFICE.,20378
NOT_CONTACTABLE,BUSY,5749
CASH_PICK_UP,PIC-UP,15892
RINGING,RNG,20697
RINGING,VISITED AT CM RESY ADD BUT THIS ADD IS INCORRECT ADD.,12201
RINGING,RNG,21929
FOLLOW_UP,XXX-XXX-XXXX CM SPK TO BUSY AFTER CB 15 MINIT,15923
RINGING,RINGING.,25179
PAID,PAID,21294
RINGING,RNG,28470
RINGING,RNG,19147
PAID,CM HAS MADE THE PYMT OF RS 4785 THROUGH AGENCY ON 30/10,5635
PAID,CM HAS MADE THE PYMT OF RS 4107  THROUGH AGENCY ON 17/01,24320
PAID,CM HAS MADE THE PYMT OF RS 3060 THROUGH AGENCY ON 21/01,25311
NOT_CONTACTABLE,CM MOB NO IS BUSY,13760
PAID,PAID,27633
RINGING,RNG.,8981
PAID,CM GIVEN 1 EMI BY CASH,18393
PAID,CM HAS MADE THE PYMT OF RS 1338 THROUGH AGENCY ON 1/10 (AMT OF RS 2083 IS CLEARED THROUGH CHQ WHICH HAS BEEN ALREADY RECEIVED),1746
RINGING,CUSTOMER CALL NOT RECEIVE..,10296
PAID,IMPS DONE,5725
NOT_CONTACTABLE,CM MOB NO RINGING,2761
CASH_PICK_UP,PTP 24/1,26049
RINGING,XXX-XXX-XXXX,13494
PAID,PAID,12279
NOT_CONTACTABLE,CUSTOMER NO IS NOT VALID NO..,10294
CASH_PICK_UP,VISITED AT CM RESY ADD BUT CM NOT REDY TO PAY SO PTP 20/12,16894
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,4604
RINGING,RNG,24954
PAID,CM GIVEN 1 EMI BY CASH,12197
PROMISE_TO_PAY,RNG.,9648
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,5119
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,11002
RINGING,RINGING.,19810
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI IN 29/10/2018..,4987
RINGING,RNG,6380
RINGING,CUSTOMER NOT RECEIVED THE CALL,3606
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,21861
FOLLOW_UP,CALL BACK,4811
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 27 NOV 2018,11041
RINGING,RNG,10398
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 8/01,21158
PROMISE_TO_PAY,ARRANGE EXECUTIVE AT HIS RESI ADD ON 16/10 (COLLECT 10 CHEQUES AND 1 CASH ),2874
PAID,PAID,6699
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,11108
PROMISE_TO_PAY,CUSTOMER PAY TO 9/1/2019..,21171
PAID,CM GIVEN 1 EMI,1918
PAID,CM HAS MADE THE PYMT OF RS 4170 THROUGH ONLINE ON 11/12,14655
PAID,CM GIVEN 1 EMI BY CASH,17629
PAID,"1000	1-NOV-18	NEFT NXXX-XXX-XXXX20708 DHAIRYA MANOJ GALA	APHELION
2970	20-DEC-18	NEFT NXXX-XXX-XXXX05013 DHAIRYA MANOJ GALA	APHELION",18924
RINGING,RNG,6515
PAID,CM GIVEN 1 EMI BY CASH,28123
CASH_PICK_UP,TODAY PAYMENT.,3612
PAID,CM HAS MADE THE PYMT OF RS 1693 THROUGH AGENCY ON 15/11,8754
RINGING,RNG,27351
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,10631
RINGING,RNG,28867
PAID,ASSIGNED TO AGENCY JAI MATA DI COLLECTION AGENCY,17521
RINGING,RNG,8813
CASH_PICK_UP,PIC-UP ON 7/1,20804
RINGING,RNG,26373
RINGING,PTP NEXT MONTH.,24417
CASH_PICK_UP,PIC-UP 22/2,27908
RINGING,RINGING.,4569
NOT_CONTACTABLE,SWITCH OFF.,4975
RINGING,RNG,22957
PAID,CM HAS MADE THE PYMT OF RS 3171 THROUGH ONLINE..28/11,11850
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,19085
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI 30/11/2018..,5812
NOT_CONTACTABLE,SWITCH OFF.,18346
NOT_CONTACTABLE,NC,28359
PROMISE_TO_PAY,CB AFTER STATMENT CHECK,15656
RINGING,RNG,22847
RINGING,RINGING,16962
RINGING,RNG,23083
RINGING,"CM SAYS , MY VEHICLE IN POLICE STATION WASHI.",26050
PAID,CM GIVEN 1 EMI BY CASH,27360
PROMISE_TO_PAY,PTP 10/12 IN DIRECTLY OFFICE.,13804
RINGING,CM MOB NO RINGING,23660
FOLLOW_UP,CB 25/11 BCZ CM IN  HOSPITAL.,8872
RINGING,RINGING.,3955
NOT_CONTACTABLE,NC,20106
NOT_CONTACTABLE,NC,13912
PROMISE_TO_PAY,15-OCT-18 CM SAID HE MADE THE PAYMENT ONLINE,2789
PROMISE_TO_PAY,PTP 10/12,13845
PAID,PAID,6666
RINGING,RNG,23046
PROMISE_TO_PAY,WILL PAY ON 15TH,21730
RINGING,RNG,23963
RINGING,CM MOB NO RINGING,25220
RINGING,RNG.,6295
RINGING,RNG,12398
PROMISE_TO_PAY,PTP 16/11 AT SION,8775
PAID,CM HAS MADE THE PYMT OF RS 2409 THROUGH AGENCY ON 15/12,16539
FOLLOW_UP,CALLED BACK.,5179
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,11007
PROMISE_TO_PAY,PTP 3/1,20157
CASH_PICK_UP,XXX-XXX-XXXX  ARRANGE EXECUTIVE AT OFFICE ADD ON 23/01,25558
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,11587
PAID,CM GIVEN 1 EMI BY CASH,26888
PAID,CM HAS MADE THE PYMT OF RS 2351 THROUGH AGENCY ON 3/11,6389
PROMISE_TO_PAY,PTP ON 20-10-2018 ... THREE EMI CASH AND AND 11 CHEQUES GIVING,3327
PAID,PAID,8533
PAID,CM PAY ONLINE,6334
CASH_PICK_UP,PIC-UP ON 11/1,22111
PROMISE_TO_PAY,WILL PAY ON 21,14401
RINGING,CUSTOMER CALL NOT RECEIVE..,9046
PROMISE_TO_PAY,PTP 6/11 BY ONLINE.,6642
NOT_CONTACTABLE,BUSY.,4158
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,11660
CASH_PICK_UP,"ARRANGE EXECUTIVE AT EAR SHIV MANDIR STATION ROAD KALYAN WEST, KALYAN, MAHARASHTRA, 421301 ON 27/10",5234
PAID,CM HAS MADE THE PYMT OF RS 3060 THROUGH AGENCY ON 21/01,25621
FOLLOW_UP,CM WILL CONFIRM BY 7/12,13749
PAID,PAID,2043
PROMISE_TO_PAY,PTP ON 08-12-18,12810
PROMISE_TO_PAY,ASSIGNED TO AGENCY ADITYA ENTERPRISE,17753
PROMISE_TO_PAY,PTP 10/1,21026
RINGING,RNG.,8891
FOLLOW_UP,CB,9807
CASH_PICK_UP,3-DEC-18 XXX-XXX-XXXX CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,12487
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLL THE EMI,7142
RINGING,RNG.,19696
NOT_CONTACTABLE,SWT,15579
PAID,PAID,1381
RINGING,RNG.,16230
PAID,PAID ON 07-02-19 BY CASH PAYMENT MODE IN OFFICE,29512
FOLLOW_UP,CM SPK TO LAST 2 EMI KADAM AGENCY COLLECTED (SUSHMA) AND RECEIPT AVAILABLE,15318
RINGING,RNG.,13942
PAID,CM HAS MADE THE PYMT OF RS 5522 THROUGH AGENCY ON 29/10,5437
RINGING,RNG,27048
CASH_PICK_UP,PTP TODAY.,5028
